Taxon,Cluster_name
IP-0191,vufophut
GCA_963562795_1,vufophut
GCA_963563635_1,vufophut
GCA_963567935_1,vufophut
IE-0010,vufophut
GCA_963565485_1,vufophut
IP-0025,vufophut
ERS013346,vufophut
IP-0058,vufophut
IP-0145,vufophut
IP-0174,vufophut
IP-0192,vufophut
GCA_963569645_1,vufophut
IE-0011,vufophut
GCF_025847905_1_Viet_Nam,vufophut
IP-0102,vufophut
IE-0026,vufophut
IP-0197,vufophut
GCA_963566175_1,vufophut
IE-0001,vufophut
IP-0014,vufophut
ERS012332,vufophut
IP-0181,vufophut
IP-0015,vufophut
IP-0004,vufophut
IP-0019,vufophut
GCA_963566085_1,vufophut
IE-0024,vufophut
IP-0070,vufophut
IP-0132,vufophut
IP-0126,vufophut
IP-0037,vufophut
IE-0015,vufophut
GCA_963566695_1,vufophut
IP-0043,vufophut
IP-0091,vufophut
IP-0152,vufophut
IP-0146,vufophut
GCA_963563155_1,vufophut
IP-0178,vufophut
IP-0160,vufophut
IP-0134,vufophut
IP-0115,vufophut
IP-0189,vufophut
IP-0011,vufophut
GCA_963564375_1,vufophut
GCF_014712895_1_Laos,vufophut
IE-0005,vufophut
IP-0097,vufophut
