Taxon,Cluster_name
ERS012362,rosuo
IE-0010,rosuo
IP-0133,rosuo
IP-0153,rosuo
IP-0031,rosuo
IP-0139,rosuo
IP-0114,rosuo
GCA_963570025_1,rosuo
GCA_963562615_1,rosuo
GCF_025847905_1_Viet_Nam,rosuo
IE-0016,rosuo
IP-0130,rosuo
IP-0202,rosuo
IE-0017,rosuo
IP-0148,rosuo
IP-0071,rosuo
ERS012370,rosuo
IP-0025,rosuo
IP-0105,rosuo
IP-0089,rosuo
IP-0112,rosuo
IP-0171,rosuo
IP-0183,rosuo
ERS012312,rosuo
IP-0090,rosuo
IP-0052,rosuo
ERS012320,rosuo
IP-0200,rosuo
IP-0199,rosuo
GCA_963570105_1,rosuo
IP-0039,rosuo
IP-0201,rosuo
GCA_963568055_1,rosuo
IP-0015,rosuo
GCA_963566695_1,rosuo
IP-0110,rosuo
IP-0087,rosuo
IP-0190,rosuo
ERS013348,rosuo
GCA_963563635_1,rosuo
IP-0032,rosuo
IP-0163,rosuo
IE-0003,rosuo
GCA_963569645_1,rosuo
IP-0051,rosuo
IP-0023,rosuo
IP-0164,rosuo
IP-0063,rosuo
IP-0099,rosuo
GCA_963561215_1,rosuo
IP-0061,rosuo
IP-0195,rosuo
GCF_014712935_1_Laos,rosuo
IP-0091,rosuo
IP-0143,rosuo
IP-0156,rosuo
IP-0144,rosuo
IP-0154,rosuo
GCA_963573095_1,rosuo
IP-0126,rosuo
