Taxon,Cluster_name
IP-0106,licub
IP-0186,licub
IE-0021,licub
GCA_963563475_1,licub
IP-0114,licub
ERS012365,licub
GCA_963566855_1,licub
GCA_963573095_1,licub
IP-0060,licub
ERS013348,licub
IP-0171,licub
IP-0011,licub
GCF_002111145_1_USA_Arizona_ex_Costa_Rica,licub
IP-0089,licub
IP-0154,licub
IP-0143,licub
IP-0063,licub
IP-0120,licub
IP-0150,licub
IP-0191,licub
GCA_963560675_1,licub
IP-0022,licub
ERS012303,licub
IP-0080,licub
IP-0045,licub
IP-0149,licub
GCF_003268075_1_Viet_Nam,licub
IP-0084,licub
IP-0177,licub
IP-0040,licub
IP-0200,licub
IP-0004,licub
IP-0024,licub
IP-0124,licub
IE-0016,licub
IP-0195,licub
IP-0051,licub
ERS012320,licub
IP-0153,licub
ERS012309,licub
GCA_963569645_1,licub
IP-0139,licub
GCA_963565395_1,licub
IE-0009,licub
IP-0192,licub
IP-0017,licub
IP-0137,licub
ERS012330,licub
GCA_963568055_1,licub
IP-0038,licub
IP-0131,licub
GCA_963563635_1,licub
IP-0111,licub
IP-0029,licub
IP-0148,licub
IP-0006,licub
IP-0087,licub
IP-0086,licub
IP-0046,licub
IP-0058,licub
GCA_963565565_1,licub
IP-0183,licub
IP-0013,licub
IP-0009,licub
GCA_963569685_1,licub
IP-0160,licub
IP-0113,licub
GCA_963562965_1,licub
GCF_014713085_1_Laos,licub
IE-0015,licub
IE-0005,licub
IP-0027,licub
IP-0048,licub
IP-0130,licub
IP-0172,licub
IP-0182,licub
GCA_963570575_1,licub
GCA_963561975_1,licub
GCF_014712895_1_Laos,licub
IP-0141,licub
GCF_009827035_1_Viet_Nam,licub
IP-0019,licub
GCA_963569325_1,licub
IP-0096,licub
IP-0110,licub
IP-0161,licub
IP-0101,licub
IE-0024,licub
GCF_002110985_1_USA_Puerto_Rico,licub
IE-0013,licub
IE-0018,licub
IE-0022,licub
IP-0005,licub
IP-0062,licub
IP-0157,licub
IP-0184,licub
IP-0190,licub
IE-0019,licub
IP-0047,licub
IP-0188,licub
IP-0105,licub
IP-0035,licub
IP-0155,licub
ERS012307,licub
GCA_963567935_1,licub
GCA_963560585_1,licub
IP-0015,licub
IP-0127,licub
IP-0039,licub
IP-0112,licub
IP-0156,licub
GCF_014712955_1_Laos,licub
IP-0189,licub
IP-0076,licub
GCA_963563715_1,licub
IP-0128,licub
IP-0065,licub
ERS012312,licub
IP-0107,licub
IP-0102,licub
IP-0151,licub
GCF_000774495_1_Australia,licub
IP-0095,licub
IE-0011,licub
IP-0121,licub
GCA_963566475_1,licub
IP-0037,licub
ERS012313,licub
IP-0044,licub
IP-0168,licub
IP-0088,licub
GCA_963561075_1,licub
GCA_963563525_1,licub
IP-0020,licub
GCA_963569365_1,licub
IP-0167,licub
ERS012370,licub
GCA_963563155_1,licub
GCA_963568885_1,licub
IP-0031,licub
